NOMBRE CIENTÍFICO;NOMBRE COMÚN;REINO;"ENDÉMICA
respecto de Chile
 
-- = No presente en Chile

? = dudoso";"DISTRIBUCIÓN REGIONES:
ANT= ANTARTICA
DV= DESVENTURADAS
IP= ISLA DE PASCUA
JF= Arch. JUAN FERNÁNDEZ
SG= SALAS Y GOMEZ
? = Sin datos o de presencia dudosa o requiere confirmación";Arica y Parinacota;Tarapacá;Antofagasta;Atacama;Coquimbo;Valparaíso continental;Metropolitana;O'higgins;Maule;Ñuble;Bío-Bío;Araucanía;De Los Ríos;De Los Lagos;Aysén;Magallanes continental e insular;Antártica;Isla Pascua;Salas y Gómez;Juan Fernandez;Desventuradas;"CATEGORÍA VIGENTE:
CR = En peligro crítico
DD = Datos insuficientes
EN = En Peligro
EW= Extinta en estado silvestre
EX = Extinta
LC = Preocupación menor
NT = Casi amenazada
R  = Rara
VU = Vulnerable";"ID
Inven
tario
Na
cio
nal";
Cheilanthes pruinata;culantrillo, doradilla, chujchu, cusupe café (Aymara) ;Plantae;NO;XV-II;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LC;394;
Cheirodon australe;pocha del sur;Animalia;SI;XIV-X;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;VU;167;
Cheirodon galusdae;pocha de los lagos;Animalia;SI;VII-IX;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;VU;168;
Cheirodon kiliani;pocha;Animalia;SI;VIII, IX?, XIV;0;0;0;0;0;0;0;0;0;0;1;sd;1;0;0;0;0;0;0;0;0;EN-R;169;
Cheirodon pisciculus;pocha;Animalia;SI;III-VII;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;VU;167;
Chelanops pugil;seudoescorpión;Animalia;SI;DV;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;CR;;
Chelemys delfini;ratón topo del Estrecho Magallanes;Animalia;NO;XII;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;VU;775;
Chelemys megalonyx;ratón topo del matorral;Animalia;NO;IV-IX;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;VU;776;
Chellius piramidalis;caracol de concha piramidal;Animalia;SI;VIII;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;CR;7586;
Cheloderus childreni;coleóptero de la luma;Animalia;NO;VII-XI;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;LC;4757;
Chelonia mydas;tortuga verde, tortuga negra;Animalia;NO;XV-VIII;1;1;1;1;1;1;0;1;1;1;1;0;0;0;0;0;0;1;sd;sd;sd;EN;667;
Chenopodium crusoeanum;;Plantae;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN-R;275;
Chenopodium nesodendron;;Plantae;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;CR;276;
Chenopodium sanctae-clarae;quenopodio;Plantae;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN-R;277;
Chenopodium sancti-ambrosii;;Plantae;SI;DV;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;CR;8261;
Chiasognathus jousselini;cantárida, ciervo volante peludo;Animalia;SI;VIII;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;CR;2764;
Chileputo chilensis;chanchito blanco de la araucaria;Animalia;SI;VIII-IX;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;"EN (Cordillera de Nahuelbuta); VU (Cordillera de Los Andes)";;
Chilesaphes diaspidiformis;insecto escama (genérico);Animalia;SI;X;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;DD;;
Chilina angusta;caracol de Paposo;Animalia;Sí;II;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CR;;
Chinchilla chinchilla;chinchilla cordillerana;Animalia;NO;XV-III;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CR;2736;
Chinchilla lanigera;chinchilla costina;Animalia;SI;II-IV;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;762;
Chinchillula sahamae;chinchillón;Animalia;NO;XV;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;DD;777;
Chlamydopus meyenianus;liquen, Desert Stalked Puffball (Inglés);Fungi;NO;II-III;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LC;;
Chloephaga hybrida;caranca, cagüe, cauquén costero, cauquén blanco;Animalia;NO;XIV-XII;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;VU;3421;
Chloephaga melanoptera;piuquén, piquén, guayata;Animalia;NO;XV-VIII;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;"EN (V-XII); LC (XV-IV)";;
Chloephaga picta ;caiquén, cauquén común;Animalia;NO;RM-XII;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;VU;;
Chloephaga poliocephala ;canquén común, avutarda, cauquén real;Animalia;NO;VI-XII;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;NT;;
Chloephaga rubidiceps;canquén colorado;Animalia;NO;XII;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;EN;3;
Chloraea bidentata;orquídea (genérico);Plantae;No;XVII-VIII;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;VU;;
Chloraea cristata;;Plantae;SI;IV-V;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;2838;
Chloraea cuneata;;Plantae;SI;VIII-IX, XIV?;0;0;0;0;0;0;0;0;0;0;1;1;sd;0;0;0;0;0;0;0;0;CR;2853;
Chloraea disoides;;Plantae;SI;V, VII, VIII-IX;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;CR;2854;
Chloraea heteroglossa;;Plantae;SI;V;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CR;2855;
Chloraea homopetala;orquídea (genérico);Plantae;Si;VII;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;DD;;
Chloraea prodigiosa;;Plantae;SI;RM,VI;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;2856;
Chloraea speciosa;azucena del campo;Plantae;NO;VIII-IX;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;VU;;
Chloraea volkmannii;;Plantae;SI;VIII-IX;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;CR;2857;
Chorizanthe frankenioides;sanguinaria;Plantae;SI;IV;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;;
Chorizanthe gajardoi;sanguinaria;Plantae;SI;IV;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;;
Chorizanthe mieresii;sanguinaria;Plantae;SI;III-IV;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;;
Chorizanthe navasiae;sanguinaria;Plantae;SI;IV;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;;
Chorizanthe novoana;sanguinaria;Plantae;SI;V;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CR;;
Chroicocephalus serranus;gaviota andina;Animalia;NO;XV-XI;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;LC;683;
Chrysiptera rapanui;mamata;Animalia;NO;IP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;EN;;
Chrysothrix granulosa;liquen;Fungi;NO;IV-VI;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;LC;;
Chrysothrix pavonii ;liquen;Fungi;NO;XV-XI;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;LC;;
Chusquea fernandeziana;;Plantae;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;CR;969;
Cinclodes oustaleti baeckstroemii;churrete chico de masafuera;Animalia;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;VU;149;
Cistanthe cachinalensis;;Plantae;SI;II;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;4582;
Cistanthe stricta;;Plantae;SI;III;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EX;5401;
Citronella mucronata;huillipatagua, naranjillo, patagua;Plantae;SI;IV-X;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;VU;395;
Cladonia gracilis;liquen;Fungi;NO;XVI-XII, ANT, JF;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;0;LC;;
Cladonia macilenta;liquen;Fungi;NO;IV-XII;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;LC;;
Clinopodium multiflorum;menta de árbol;Plantae;SI;VII-X;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;NT;599;
Clitocybula dusenii;hongo;Fungi;NO;VIII-XII;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;LC;;
Cnemalobus convexus;;Animalia;SI;IV;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;2762;
Cnemalobus hirsutus;;Animalia;SI;V-RM;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;2760;
Cnemalobus nuria;;Animalia;SI;IV;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;2759;
Cnemalobus pegnai;;Animalia;SI;IV;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CR;2761;
Colletia spartioides;;Plantae;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;CR;970;
Conanthera campanulata;"papita del campo, pajarito del campo, violeta del campo; ngao (Mapudungún); 
ngadu (Mapudungún); gnao (Mapudungún); gadu (Mapudungún)";Plantae;SI;I-II, IV-RM, VII-IX;0;1;1;0;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;LC;3473;
Conanthera urceolata;;Plantae;SI;III;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;397;
Conepatus chinga;chingue común;Animalia;NO;IV-X;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;LC;742;
Conepatus humboldtii;chingue patagónico;Animalia;NO;XI-XII;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;LC;743;
Conirostrum tamarugense;comesebo de los tamarugales;Animalia;NO;XV-II;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;709;
Conognatha azarae fisheri;balita, insecto joya de Fisher;Animalia;SI;V;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;5403;
Conognatha leechi;balita, insecto joya de Leech;Animalia;SI;IV;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;5404;
Conognatha obenbergeri;balita, insecto joya de Obenberger;Animalia;SI;IV;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;5405;
Conometopus penai;langosta de Peña;Animalia;SI;II;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;2758;
Conyza copiapina; ;Plantae;SI;III;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EX;1098;
Copestylum azureum;mosco azul de los cáctus;Animalia;NO;IV-RM;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;8262;
Copestylum nigripes;mosco azul de cara roja, mosco de los cáctus de cara roja;Animalia;NO;IV-RM;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;8263;
Copestylum pseudotachina;mosco de los cactus de arista simple;Animalia;NO;I-II;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;;
Copestylum rufoscutellare;mosco de escútelo rojo, mosco de los cáctus de escútelo rojo;Animalia;NO;IV-RM;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;8264;
Copestylum saphirinum;mosco azul enano;Animalia;SI;IV-RM;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;8265;
Copiapoa ahremephiana;cactus;Plantae;SI;II;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN-R;75;
Copiapoa angustiflora;cactus (genérico);Plantae;SI;III;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;;
Copiapoa aphanes;cactus (genérico);Plantae;SI;II;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CR;76;
Copiapoa armata;cactus (genérico);Plantae;SI;III-IV;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;;
Copiapoa atacamensis;atacameño;Plantae;SI;II;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;;
Copiapoa australis;cactus (genérico);Plantae;SI;III;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CR;;
Copiapoa boliviana;atacameño;Plantae;SI;II;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;398;
Copiapoa calderana;;Plantae;SI;III;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;399;
Copiapoa cinerascens;cactus (genérico);Plantae;SI;III;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;;
Copiapoa cinerea;copiapoa, chascón [Copiapoa cinerea subsp. krainziana];Plantae;SI;II-III;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"CR [C.c. Krainziana];
EN [C.c. cinerea y C.c. columna-alba]
 ";402;
Copiapoa conglomerata;cactus (genérico);Plantae;SI;II;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CR;;
Copiapoa coquimbana;;Plantae;SI;III, IV;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NT;403;
Copiapoa dealbata; ;Plantae;SI;III;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;404;
Copiapoa decorticans;cactus (genérico);Plantae;SI;II;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CR;;
Copiapoa desertorum;cactus (genérico);Plantae;SI;II-III;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;;
Copiapoa echinata;;Plantae;SI;III;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NT;406;
Copiapoa echinoides;cactus (genérico);Plantae;SI;III;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;407;
Copiapoa esmeraldana;cactus (genérico);Plantae;SI;II;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CR;;
Copiapoa fiedleriana;copiapoa;Plantae;SI;III;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NT;403;
Copiapoa gigantea;copiapoa;Plantae;SI;II;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;;
Copiapoa grandiflora;;Plantae;SI;III;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;401;
Copiapoa humilis;humildito, copiapoa;Plantae;SI;II;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;400;
Copiapoa hypogaea;bajotierra;Plantae;SI;II, III;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN-R;77;
Copiapoa krainziana;;Plantae;SI;II;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CR;410;
Copiapoa laui;cactus;Plantae;SI;II, III;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN-R;78;
Copiapoa leonensis;cactus (genérico);Plantae;SI;III;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CR;;
Copiapoa longispina;cactus (genérico);Plantae;SI;III;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CR;;
Copiapoa longistaminea;copiapoa ;Plantae;SI;II-III;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;411;
Copiapoa marginata;;Plantae;SI;III;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;;
Copiapoa megarhiza;cactus raizón;Plantae;SI;III;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;79;
Copiapoa mollicula;cactus (genérico);Plantae;SI;III;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CR;;
Copiapoa montana;cactus;Plantae;SI;II-III;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;80;
Copiapoa rupestris;;Plantae;SI;II;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;82;
Copiapoa serpentisulcata; ;Plantae;SI;II-III;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;413;
Copiapoa solaris;cactus solar;Plantae;SI;II;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;81;
Copiapoa taltalensis;cactus;Plantae;SI;II;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;82;
Coprosma oliveri;olivillo, olivo, olivo de Juan Fernández ;Plantae;Sí;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;CR;;
Coprosma pyrifolia;peralillo;Plantae;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN;;
Cora glabrata anteriormente llamada Dictyonema glabratum;liquen (genérico);Fungi;NO;II-XII;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;DD;;
Cordia decandra;carbonillo, mendoza;Plantae;SI;III-IV;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NT;244;
Cordyceps cuncunae;seta;Fungi;SI;IX?-XIV-X?;0;0;0;0;0;0;0;0;0;0;0;sd;1;sd;0;0;0;0;0;0;0;DD;;
Corryocactus brevistylus;guacalla, quisco de flores amarillas, cardón;Plantae;NO;XV-I;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LC;416;
Cortinarius contulmensis;hongo (genérico);Fungi;SI;VIII-X;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;VU;;
Cortinarius lebre;lebre, leure;Fungi;SI;XVIII-XI;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;VU;;
Cortinarius magellanicus;hongo;Fungi;NO;VII-XII;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;LC;;
Cortinarius roblemaulicola;seta;Fungi;SI;XIII, VII;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;EN;;
Corynabutilon hirsutum ;huella;Plantae;SI;VIII-IX;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;EN;;
Corynabutilon ochsenii;huella chica, abutilón, abutilón de Valdivia;Plantae;SI;IX-XIV;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;NT;417;
Corynabutilon salicifolium;huella;Plantae;SI;IX;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;CR;8233;
Coscoroba coscoroba;cisne coscoroba, coscoroba, cisne blanco;Animalia;NO;III-XII;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;LC;674;
Costesia macrocarpa;musgo de Costes;Plantae;SI;IV-VI;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;NT;8197;
Cranfillia longicauda;;Plantae;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN-R;270;
Cratomelus meritus;grillo rojo;Animalia;SI;VIII;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;VU;;
Crepidotus brunswickianus;crepidoto amarillento (nomb. prop.);Fungi;NO;V-XII;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;"VU de Ñuble al norte; 
LC de Biobío al sur";;
Crinodendron patagua;patagua, patahua;Plantae;SI;V-VIII;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;VU;;
Cristaria calderana; ;Plantae;SI;III;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;1099;
Cristaria insularis;;Plantae;SI;DV;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;EN;;
Croton chilensis;higuerilla de Paposo;Plantae;SI;II;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN-R;83;
Cryphiops caementarius;camarón de río del norte;Animalia;NO;XV-V;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;639;
Cryptantha haplostachya;;Plantae;SI;III;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NT;2835;
Cryptoblepharus poecilopleurus;;Animalia;NO;IP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;LC;2921;
Cryptogramma fumariifolia;;Plantae;NO;IV-VIII;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;LC;2718;
Ctenomys fulvus;tuco tuco de Atacama, tuco tuco del Tamarugal, tacorros, chululos;Animalia;NO;XV-III;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LC;760;
Ctenomys magellanicus;tucotuco de Magallanes ;Animalia;NO;XI-XII;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;"EX [Ctenomys magellanicus dicki]; 
VU [C. m. osgoodi; C. m. fueginus; C. m. magellanicus; C. m.obscurus]";759;
Ctenomys mendocinus ;tuco-tuco mendocino;Animalia;NO;RM;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;;
Ctenomys robustus;tuco tuco del Tamarugal;Animalia;--;Nombre científico No Válido;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Nombre científico NO válido; sinonimia de Ctenomys fulvus robustus";;
Cuminia eriantha;mentita de Juan Fernández, cuminia;Plantae;Sí;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;CR;;
Cuminia fernandezia;;Plantae;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;CR;971;
Cumulopuntia sphaerica;;Plantae;NO;XV-RM;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LC;549;
Cuphophyllus adonis;hongo (genérico);Fungi;No;VI-XII;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;"VU (XV-XIV);
LC (X-XII)";;
Cuscuta andina;cabello de ángel;Plantae;NO;RM, XVII;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;EN;;
Cuscuta pauciflora;cabello de ángel;Plantae;NO;IX-X;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;VU;;
Cuscuta rustica;cabello de ángel;Plantae;SI;IV;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;;
Cuscuta werdermannii;cabello de ángel;Plantae;SI;IV;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CR;;
Cyanoliseus patagonus;tricahue;Animalia;NO;III-IV, VI-VII;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;"EN (III-IV); VU (XV-II; V-RM-XII)";4;
Cygnus melancoryphus;cisne de cuello negro, cisne cuellinegro, Kaum (Yagán), Thula (Mapudungún), Black-necked Swan (Inglés);Animalia;NO;II-XII;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;LC;675;
Cylindropuntia tunicata;;Plantae;NO;XV-IV;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LC;557;
Cyptotrama hygrocyboides;hongo (genérico);Fungi;SI;IV, VII;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;EN;;
Cyrioctea islachanaral;araña de la Isla Chañaral;Animalia;SI;III;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NT;;
Cystopteris fragilis;;Plantae;NO;XV-XIII, JF;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;"EN (JF); LC (Chile continental)";419;
Cyttaria berteroi;pinatra, pina, piña, curacucha ;Fungi;NO;RM-X;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;"EN (XV-V-RM); LC (VI-XII)";2784;
Cyttaria exigua;hongo;Fungi;NO;X-XII;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;LC;2785;
Cyttaria hariotii;"llao-llao; llau-llau; llau-llao; laulau; yauyau; dihueñe del coihue; dihueñe del ñire; auacik ";Fungi;NO;VI-XIII;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;LC;;
Cyttaria johowii;digüeñe mohoso del coihue;Fungi;NO;VII-XII;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;LC;;
Dalea azurea;dalea ;Plantae;SI;II;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN-R;26;
Davallia solida (especie no presente en Chile);;Plantae;--;Especie no presente en Chile;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;taxón sin registros de presencia en Chile;;
Delphinus capensis;delfín ;Animalia;NO;XV-V, VI-VIII;1;1;1;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;1;0;DD;807;
Delphinus delphis;delfín común;Animalia;NO;XV-V, VI-XIV, JF;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0;1;0;LC;806;
